formula,reduced_formula,solubility_0C,solubility_10C,solubility_20C,solubility_25C,solubility_30C,solubility_40C,solubility_50C,solubility_60C,solubility_70C,solubility_80C,solubility_90C,solubility_100C
KOH,KHO,9.493e+01,1.032e+02,1.137e+02,1.208e+02,1.278e+02,1.375e+02,1.416e+02,1.469e+02,1.538e+02,1.618e+02,1.710e+02,1.825e+02
KSCN,KCSN,1.762e+02,1.976e+02,2.236e+02,2.378e+02,2.521e+02,2.861e+02,3.255e+02,3.739e+02,4.291e+02,4.988e+02,5.803e+02,6.874e+02
La(IO3)3,La(IO3)3,,,,4.818e-02,,,,,,,,
La(NO3)3,La(NO3)3,1.222e+02,1.320e+02,1.433e+02,1.500e+02,1.571e+02,1.747e+02,1.967e+02,2.322e+02,2.861e+02,,,
LaCl3,LaCl3,9.608e+01,9.417e+01,9.455e+01,9.569e+01,9.724e+01,1.020e+02,1.088e+02,1.174e+02,1.288e+02,1.433e+02,1.611e+02,
Li2C2O4,LiCO2,,,,6.240e+00,,,,,,,,
Li2CO3,Li2CO3,1.560e+00,1.450e+00,1.350e+00,1.300e+00,1.260e+00,1.160e+00,1.080e+00,1.000e+00,9.300e-01,8.600e-01,7.900e-01,7.300e-01
Li2HPO3,Li2PHO3,9.970e+00,9.170e+00,8.420e+00,8.070e+00,7.740e+00,7.110e+00,6.560e+00,6.060e+00,5.600e+00,5.160e+00,4.740e+00,4.340e+00
Li2SO4,Li2SO4,3.569e+01,3.495e+01,3.441e+01,3.423e+01,3.387e+01,3.333e+01,3.298e+01,3.245e+01,3.210e+01,3.158e+01,3.123e+01,3.089e+01
Li3PO4,Li3PO4,,,,3.000e-02,,,,,,,,
LiBr,LiBr,1.404e+02,1.506e+02,1.681e+02,1.809e+02,1.933e+02,2.106e+02,2.155e+02,2.226e+02,2.311e+02,2.413e+02,2.534e+02,2.676e+02
LiBrO3,LiBrO3,1.566e+02,1.675e+02,1.812e+02,1.893e+02,1.986e+02,2.215e+02,2.531e+02,2.737e+02,2.911e+02,3.109e+02,3.335e+02,3.612e+02
LiC2H3O2,LiH3(CO)2,3.116e+01,3.604e+01,4.168e+01,4.497e+01,4.863e+01,5.743e+01,6.849e+01,8.232e+01,9.972e+01,1.218e+02,1.502e+02,1.878e+02
LiCl,LiCl,6.793e+01,7.379e+01,8.278e+01,8.454e+01,8.605e+01,8.975e+01,9.406e+01,9.912e+01,1.052e+02,1.127e+02,1.221e+02,1.290e+02
LiClO3,LiClO3,2.731e+02,3.098e+02,4.208e+02,4.587e+02,5.024e+02,6.092e+02,6.752e+02,7.475e+02,8.615e+02,1.049e+03,1.415e+03,2.226e+03
LiClO4,LiClO4,4.306e+01,4.837e+01,5.504e+01,5.873e+01,6.287e+01,7.212e+01,8.349e+01,9.685e+01,1.137e+02,1.336e+02,1.584e+02,2.497e+02
LiF,LiF,1.200e-01,1.300e-01,1.300e-01,1.300e-01,,,,,,,,
LiH2PO4,LiP(HO2)2,1.262e+02,,,,,,,,,,,
LiI,LiI,1.463e+02,1.532e+02,1.611e+02,1.652e+02,1.703e+02,1.801e+02,1.924e+02,2.058e+02,2.205e+02,4.348e+02,4.464e+02,4.747e+02
LiIO3,LiIO3,,,,7.794e+01,,,,,,,,
LiNO2,LiNO2,6.949e+01,8.182e+01,9.608e+01,1.041e+02,1.128e+02,1.273e+02,1.500e+02,1.703e+02,1.941e+02,2.125e+02,,
LiNO3,LiNO3,5.337e+01,6.026e+01,7.452e+01,1.020e+02,1.375e+02,1.506e+02,1.646e+02,1.778e+02,1.916e+02,2.049e+02,2.175e+02,2.300e+02
LiOH,LiHO,1.211e+01,1.211e+01,1.236e+01,1.249e+01,1.274e+01,1.325e+01,1.390e+01,1.455e+01,1.547e+01,1.655e+01,1.779e+01,1.919e+01
LiSCN,LiCSN,,,,1.198e+02,,,,,,,,
Lu(NO3)3,Lu(NO3)3,,,,2.460e+02,,,,,,,,
Mg(BrO3)2,Mg(BrO3)2,7.544e+01,8.248e+01,9.231e+01,9.763e+01,1.041e+02,1.188e+02,1.375e+02,1.604e+02,1.882e+02,2.226e+02,2.436e+02,2.534e+02
Mg(C2H3O2)2,MgH6(CO)4,5.669e+01,6.013e+01,6.372e+01,6.559e+01,,,,,,,,
Mg(ClO3)2,Mg(ClO3)2,1.144e+02,1.193e+02,1.315e+02,1.419e+02,1.558e+02,1.895e+02,2.061e+02,2.254e+02,2.449e+02,2.628e+02,2.771e+02,
Mg(ClO4)2,Mg(ClO4)2,9.157e+01,9.493e+01,9.841e+01,1.004e+02,1.020e+02,1.053e+02,1.088e+02,,,,,
Mg(IO3)2,Mg(IO3)2,3.300e+00,7.180e+00,8.600e+00,9.310e+00,1.002e+01,1.167e+01,1.362e+01,1.587e+01,1.848e+01,2.136e+01,2.438e+01,
Mg(NO2)2,Mg(NO2)2,,,,8.868e+01,,,,,,,,
Mg(NO3)2,Mg(NO3)2,6.234e+01,6.529e+01,6.892e+01,7.123e+01,7.361e+01,7.889e+01,8.484e+01,9.194e+01,1.000e+02,1.092e+02,2.401e+02,2.571e+02
Mg(OH)2,Mg(HO)2,,,,6.528e-04,,,,,,,,
Mg3(PO4)2,Mg3(PO4)2,,,,1.646e-04,,,,,,,,
MgBr2,MgBr2,9.724e+01,9.920e+01,1.012e+02,1.024e+02,1.037e+02,1.062e+02,1.088e+02,1.119e+02,1.150e+02,1.183e+02,1.222e+02,1.257e+02
MgC2O4,Mg(CO2)2,,,,4.000e-02,,,,,,,,
MgC2O4(H2O)2,MgH4(CO3)2,,,,1.580e-01,,,,,,,,
MgCO3,MgCO3,,,,1.007e-01,,,,,,,,
MgCO3(H2O)3,MgH6CO6,,,,1.164e-01,,,,,,,,
MgCO3(H2O)5,MgH10CO8,,,,1.713e-01,,,,,,,,
MgCl2,MgCl2,5.142e+01,5.349e+01,5.523e+01,5.601e+01,5.674e+01,5.815e+01,5.959e+01,6.121e+01,6.316e+01,6.562e+01,6.878e+01,7.286e+01
MgCr2O7,MgCr2O7,,,,1.433e+02,,,,,,2.030e+02,,
MgCrO4,MgCrO4,4.719e+01,,,5.477e+01,,,,,,,,
MgF2,MgF2,,,,1.000e-02,,,,,,,,
MgI2,MgI2,1.208e+02,1.278e+02,1.392e+02,1.463e+02,1.551e+02,1.770e+02,1.857e+02,1.857e+02,1.857e+02,1.857e+02,1.865e+02,1.874e+02
MgS2O3,MgS2O3,4.430e+01,,,5.175e+01,,,,,,,,
MgSO3,MgSO3,3.200e-01,3.700e-01,4.600e-01,5.200e-01,6.100e-01,8.800e-01,8.600e-01,7.700e-01,6.900e-01,6.400e-01,6.200e-01,6.000e-01
MgSO4,MgSO4,2.225e+01,2.771e+01,3.351e+01,3.569e+01,3.928e+01,4.472e+01,5.015e+01,5.528e+01,5.848e+01,5.601e+01,5.314e+01,4.993e+01
MgSeO4,MgSeO4,4.577e+01,,,5.552e+01,,,,,,,,8.868e+01
Mn(IO3)2,Mn(IO3)2,,,,2.700e-01,,,,,,,3.400e-01,
Mn(NO3)2,Mn(NO3)2,1.020e+02,,,1.611e+02,,,,,,,,
MnBr2,MnBr2,1.273e+02,1.365e+02,1.462e+02,1.512e+02,1.562e+02,1.660e+02,1.759e+02,1.858e+02,1.958e+02,2.060e+02,2.167e+02,2.279e+02
MnC2O4(H2O)2,MnH4(CO3)2,,,,6.246e-02,,,,,,,,
MnCO3,MnCO3,,,,2.041e-03,,,,,,,,
MnCl2,MnCl2,6.313e+01,6.835e+01,7.391e+01,7.730e+01,8.083e+01,8.868e+01,9.763e+01,1.179e+02,1.208e+02,1.232e+02,1.257e+02,1.278e+02
MnF2,MnF2,8.100e-01,,,1.020e+00,,,,,,,,4.800e-01
MnSO4,MnSO4,5.291e+01,5.949e+01,6.287e+01,6.367e+01,6.367e+01,6.051e+01,5.699e+01,5.291e+01,4.881e+01,4.451e+01,4.045e+01,3.643e+01
NH4Br,H4BrN,6.000e+01,6.722e+01,7.452e+01,7.825e+01,8.215e+01,8.975e+01,9.763e+01,1.053e+02,1.128e+02,1.203e+02,1.278e+02,1.347e+02
NH4Cl,H4NCl,2.974e+01,3.355e+01,3.749e+01,3.955e+01,4.162e+01,4.590e+01,5.038e+01,5.501e+01,5.990e+01,6.502e+01,7.044e+01,7.618e+01
NH4ClO4,H4NClO4,1.211e+01,1.641e+01,2.165e+01,2.453e+01,2.771e+01,3.477e+01,4.245e+01,5.060e+01,5.949e+01,6.863e+01,7.794e+01,8.727e+01
NH4F,H4NF,7.153e+01,7.606e+01,8.083e+01,8.349e+01,8.622e+01,9.157e+01,9.724e+01,1.037e+02,1.105e+02,1.179e+02,,
NH4H2AsO4,AsH6NO4,3.369e+01,4.085e+01,4.859e+01,5.267e+01,5.699e+01,6.584e+01,7.575e+01,8.587e+01,9.724e+01,1.092e+02,1.222e+02,
NH4H2PO4,PH6NO4,2.165e+01,2.821e+01,3.587e+01,4.045e+01,4.535e+01,5.674e+01,7.123e+01,8.939e+01,1.128e+02,1.451e+02,1.916e+02,2.623e+02
NH4HCO3,H5CNO3,1.186e+01,1.587e+01,2.136e+01,2.484e+01,2.887e+01,3.870e+01,5.198e+01,7.065e+01,9.724e+01,1.387e+02,2.086e+02,3.546e+02
NH4I,H4IN,1.544e+02,1.638e+02,1.732e+02,1.778e+02,1.825e+02,1.924e+02,2.012e+02,2.106e+02,2.195e+02,2.289e+02,2.378e+02,2.460e+02
NH4IO3,H4INO3,,,,3.840e+00,4.380e+00,5.980e+00,8.260e+00,,,,,
NH4NO2,H2NO,1.257e+02,1.439e+02,1.849e+02,2.205e+02,,,,,,,,
NH4NO3,H4N2O3,1.174e+02,1.506e+02,1.899e+02,2.125e+02,2.367e+02,2.891e+02,3.484e+02,4.208e+02,5.024e+02,6.042e+02,7.475e+02,9.309e+02
NH4SCN,H4CSN2,,,,1.809e+02,,,,,4.291e+02,,,
Na2B4O7,Na2B4O7,1.250e+00,1.740e+00,2.560e+00,3.170e+00,3.970e+00,6.410e+00,1.074e+01,1.751e+01,2.063e+01,2.484e+01,3.072e+01,3.889e+01
Na2C2O4,NaCO2,2.690e+00,3.040e+00,3.410e+00,3.610e+00,3.790e+00,4.170e+00,4.560e+00,4.940e+00,5.330e+00,5.720e+00,6.100e+00,6.470e+00
Na2CO3,Na2CO3,6.880e+00,1.211e+01,2.180e+01,3.072e+01,4.025e+01,4.881e+01,4.749e+01,4.641e+01,4.556e+01,4.514e+01,4.472e+01,4.472e+01
Na2Cr2O7,Na2Cr2O7,1.638e+02,1.710e+02,1.809e+02,1.874e+02,1.950e+02,2.125e+02,2.344e+02,2.610e+02,2.937e+02,3.348e+02,3.902e+02,4.181e+02
Na2CrO4,Na2CrO4,2.920e+01,4.771e+01,8.051e+01,8.762e+01,8.832e+01,9.569e+01,1.041e+02,1.146e+02,1.237e+02,1.247e+02,1.262e+02,1.278e+02
Na2HAsO4,Na2AsHO4,5.930e+00,,,4.144e+01,,,,,,,,2.030e+02
Na2HPO4,Na2PHO4,1.690e+00,4.370e+00,8.120e+00,1.179e+01,1.953e+01,5.425e+01,8.064e+01,8.248e+01,8.801e+01,9.524e+01,1.021e+02,1.063e+02
Na2MoO4,Na2MoO4,4.409e+01,6.340e+01,6.502e+01,6.502e+01,6.611e+01,6.750e+01,6.949e+01,7.153e+01,7.422e+01,7.699e+01,8.018e+01,8.349e+01
Na2S,Na2S,1.249e+01,1.521e+01,1.862e+01,2.063e+01,2.285e+01,2.837e+01,3.643e+01,3.908e+01,4.327e+01,4.925e+01,5.723e+01,6.949e+01
Na2S2O3,Na2S2O3,4.948e+01,5.699e+01,6.835e+01,7.637e+01,8.484e+01,1.083e+02,1.652e+02,1.916e+02,2.205e+02,2.268e+02,2.344e+02,2.448e+02
Na2S2O5,Na2S2O5,,6.234e+01,6.529e+01,6.667e+01,6.835e+01,7.182e+01,7.544e+01,7.921e+01,8.349e+01,8.797e+01,9.268e+01,9.802e+01
Na2SO3,Na2SO3,1.364e+01,1.919e+01,2.642e+01,3.072e+01,3.569e+01,3.755e+01,3.495e+01,3.298e+01,3.106e+01,2.953e+01,2.837e+01,2.739e+01
Na2SO4,Na2SO4,,,1.923e+01,2.811e+01,4.128e+01,4.782e+01,4.609e+01,4.472e+01,4.366e+01,4.290e+01,4.243e+01,4.219e+01
Na2SeO3,Na2SeO3,,,,8.975e+01,,,,,,,,8.182e+01
Na2SeO4,Na2SeO4,1.325e+01,,,5.848e+01,,,,,,,,7.271e+01
Na2WO4,Na2WO4,7.123e+01,7.212e+01,7.331e+01,7.422e+01,7.513e+01,7.730e+01,7.986e+01,8.282e+01,8.587e+01,8.975e+01,9.380e+01,9.802e+01
Na3PO4,Na3PO4,4.470e+00,7.870e+00,1.211e+01,1.442e+01,1.641e+01,1.990e+01,2.970e+01,3.966e+01,4.793e+01,6.026e+01,6.779e+01,7.699e+01
Na4P2O7,Na4P2O7,2.280e+00,3.390e+00,5.050e+00,7.090e+00,7.530e+00,1.123e+01,1.680e+01,2.511e+01,3.757e+01,5.632e+01,4.786e+01,4.424e+01
NaBr,NaBr,7.986e+01,8.484e+01,9.120e+01,9.455e+01,9.841e+01,1.066e+02,1.160e+02,1.179e+02,1.188e+02,1.198e+02,1.208e+02,1.217e+02
NaBrO3,NaBrO3,2.500e+01,3.024e+01,3.633e+01,3.943e+01,4.257e+01,4.888e+01,5.516e+01,6.142e+01,6.770e+01,7.397e+01,,
NaC2H3O2,NaH3(CO)2,3.605e+01,4.045e+01,4.663e+01,5.038e+01,5.504e+01,6.639e+01,8.215e+01,1.398e+02,1.457e+02,1.532e+02,1.611e+02,1.695e+02
NaCHO2,NaHCO2,4.451e+01,6.103e+01,8.416e+01,9.493e+01,1.024e+02,1.083e+02,1.150e+02,1.222e+02,,,,
NaCl,NaCl,3.565e+01,3.572e+01,3.589e+01,3.596e+01,3.609e+01,3.637e+01,3.669e+01,3.704e+01,3.746e+01,3.793e+01,3.847e+01,3.899e+01
NaClO,NaClO,2.937e+01,,,7.986e+01,,,,,,,,
NaClO2,NaClO2,,,,3.233e+03,,,,2.028e+03,,,,
NaClO3,NaClO3,7.944e+01,8.751e+01,9.724e+01,1.004e+02,1.049e+02,1.155e+02,1.247e+02,1.326e+02,1.410e+02,1.532e+02,1.725e+02,2.039e+02
NaClO4,NaClO4,1.625e+02,1.786e+02,1.959e+02,2.049e+02,2.155e+02,2.378e+02,2.636e+02,2.861e+02,2.953e+02,3.065e+02,3.184e+02,3.292e+02
NaF,NaF,3.650e+00,3.860e+00,4.050e+00,4.130e+00,4.220e+00,4.380e+00,4.540e+00,4.670e+00,4.790e+00,4.890e+00,4.990e+00,5.060e+00
NaH2PO4,NaP(HO2)2,5.758e+01,6.969e+01,8.519e+01,9.486e+01,1.064e+02,1.375e+02,1.611e+02,1.652e+02,1.933e+02,2.195e+02,,
NaHCO3,NaHCO3,6.930e+00,8.210e+00,9.570e+00,1.028e+01,1.100e+01,1.252e+01,1.416e+01,1.587e+01,1.767e+01,1.957e+01,2.155e+01,2.361e+01
NaHSO4,NaHSO4,,,,2.853e+01,,,,,,,,4.993e+01
NaI,NaI,1.577e+02,1.660e+02,1.770e+02,1.841e+02,1.916e+02,2.096e+02,2.311e+02,2.571e+02,2.953e+02,2.968e+02,2.984e+02,3.016e+02
NaIO3,NaIO3,2.490e+00,4.600e+00,8.440e+00,9.470e+00,1.062e+01,1.321e+01,1.627e+01,1.979e+01,2.384e+01,2.674e+01,2.970e+01,3.280e+01
NaIO4,NaIO4,,,,1.444e+01,,,,,,,,
NaNO2,NaNO2,7.212e+01,7.668e+01,8.215e+01,8.484e+01,8.797e+01,9.493e+01,1.028e+02,1.119e+02,1.222e+02,1.336e+02,1.469e+02,1.618e+02
NaNO3,NaNO3,7.301e+01,7.986e+01,8.727e+01,9.120e+01,9.531e+01,1.041e+02,1.137e+02,1.237e+02,1.353e+02,1.475e+02,1.611e+02,1.762e+02
NaOH,NaHO,4.286e+01,6.393e+01,8.519e+01,1.000e+02,1.128e+02,1.381e+02,1.703e+02,2.030e+02,2.448e+02,2.846e+02,3.167e+02,3.762e+02
NaSCN,NaCSN,,1.123e+02,1.331e+02,1.513e+02,1.681e+02,1.740e+02,1.793e+02,1.857e+02,1.933e+02,2.021e+02,2.115e+02,2.226e+02
Nd(NO3)3,Nd(NO3)3,1.260e+02,1.352e+02,1.461e+02,1.524e+02,1.593e+02,1.754e+02,1.965e+02,2.276e+02,,,,
Nd2(CO3)3,Nd2(CO3)3,,,,4.685e-06,,,,,,,,
NdCl3,NdCl3,9.608e+01,9.724e+01,9.881e+01,1.000e+02,1.016e+02,1.049e+02,1.092e+02,1.141e+02,1.198e+02,1.262e+02,1.331e+02,1.410e+02
Ni(ClO4)2,Ni(ClO4)2,1.045e+02,,,1.119e+02,,,,,,,,
Ni(IO3)2,Ni(IO3)2,,,,9.293e-01,,,,,,,,
Ni(NO3)2,Ni(NO3)2,7.889e+01,8.519e+01,9.380e+01,9.920e+01,1.053e+02,1.203e+02,1.398e+02,1.564e+02,1.710e+02,1.907e+02,2.115e+02,2.226e+02
Ni(OH)2,Ni(HO)2,,,,4.779e-05,,,,,,,,
Ni(SCN)2,NiC2(SN)2,,,,5.499e+01,,,,,,,,
Ni3(PO4)2,Ni3(PO4)2,,,,7.798e-06,,,,,,,,
NiCO3,NiCO3,,,,3.901e-02,,,,,,,,
NiCl2,NiCl2,5.314e+01,5.649e+01,6.260e+01,6.750e+01,7.153e+01,7.271e+01,7.606e+01,8.182e+01,8.553e+01,8.587e+01,8.657e+01,8.727e+01
NiF2,NiF2,,,,2.560e+00,,,,,,,2.590e+00,
NiI2,NiI2,1.242e+02,1.363e+02,1.486e+02,1.544e+02,1.597e+02,1.688e+02,1.757e+02,1.807e+02,1.841e+02,1.864e+02,1.882e+02,
NiSO4,NiSO4,2.723e+01,3.228e+01,3.774e+01,4.045e+01,4.347e+01,4.706e+01,5.175e+01,5.576e+01,6.051e+01,6.639e+01,7.331e+01,8.116e+01
NiSeO4,NiSeO4,2.755e+01,,3.550e+01,,,,,,,,,8.382e+01
Pb(ClO4)2,Pb(ClO4)2,,,,4.405e+02,,,,,,,,
Pb(IO3)2,Pb(IO3)2,,,,0.000e+00,,,,,,,,
Pb(NO3)2,Pb(NO3)2,3.978e+01,4.734e+01,5.545e+01,5.969e+01,6.407e+01,7.307e+01,8.238e+01,9.194e+01,1.017e+02,1.115e+02,1.213e+02,1.312e+02
Pb(OH)2,H2PbO2,,,,3.688e-06,,,,,,,,
PbBr2,PbBr2,4.500e-01,6.200e-01,8.500e-01,9.800e-01,1.130e+00,1.480e+00,1.930e+00,,,,,
PbCO3,PbCO3,,,,7.067e-04,,,,,,,,
PbCl2,PbCl2,6.600e-01,8.200e-01,9.900e-01,1.080e+00,1.180e+00,1.410e+00,1.670e+00,1.970e+00,2.290e+00,2.670e+00,3.080e+00,3.540e+00
PbF2,PbF2,,6.000e-02,6.000e-02,7.000e-02,7.000e-02,,,,,,,
PbI2,PbI2,4.000e-02,5.000e-02,7.000e-02,8.000e-02,9.000e-02,1.100e-01,1.400e-01,1.900e-01,2.400e-01,3.200e-01,,
PbSO4,PbSO4,0.000e+00,0.000e+00,0.000e+00,0.000e+00,0.000e+00,1.000e-02,1.000e-02,,,,,
PbSeO4,PbSeO4,,,,1.137e-01,,,,,,,,
Pd(SCN)2,PdC2(SN)2,,,,4.946e-07,,,,,,,,
Pr(NO3)3,Pr(NO3)3,1.353e+02,1.451e+02,1.575e+02,1.648e+02,1.732e+02,1.916e+02,2.106e+02,2.356e+02,2.759e+02,,,
Pr(OH)3,Pr(HO)3,,,,1.142e-05,,,,,,,,
PrCl3,PrCl3,9.231e+01,9.268e+01,9.455e+01,9.608e+01,9.802e+01,1.032e+02,1.096e+02,1.179e+02,1.278e+02,1.398e+02,,
Ra(IO3),RaIO3,,,,2.654e-02,,,,,,,,
RaSO4,RaSO4,,,,6.736e-03,,,,,,,,
Rb2CrO4,Rb2CrO4,6.200e+01,,,7.624e+01,,,,,,,,
Rb2SO4,Rb2SO4,3.755e+01,4.286e+01,4.815e+01,5.083e+01,5.337e+01,5.848e+01,6.313e+01,6.750e+01,7.182e+01,7.544e+01,7.889e+01,8.149e+01
RbBr,RbBr,9.011e+01,1.004e+02,1.110e+02,1.165e+02,1.217e+02,1.326e+02,1.427e+02,1.538e+02,1.638e+02,1.740e+02,1.841e+02,1.933e+02
RbBrO3,RbBrO3,9.800e-01,1.570e+00,2.420e+00,2.950e+00,3.570e+00,5.120e+00,7.110e+00,9.630e+00,1.273e+01,1.648e+01,2.095e+01,2.620e+01
RbCl,RbCl,7.724e+01,8.399e+01,9.059e+01,9.387e+01,9.712e+01,1.035e+02,1.098e+02,1.158e+02,1.218e+02,1.277e+02,1.334e+02,1.389e+02
RbClO3,RbClO3,2.150e+00,3.500e+00,5.420e+00,6.630e+00,8.050e+00,1.154e+01,1.608e+01,2.185e+01,2.908e+01,3.806e+01,4.916e+01,6.287e+01
RbClO4,RbClO4,1.010e+00,,,1.520e+00,,,,,,,,2.048e+01
RbF,RbF,,,3.000e+02,,,,,,,,,
RbHCO3,RbHCO3,,,1.160e+02,,,,,,,,,
RbI,RbI,1.262e+02,1.416e+02,1.571e+02,1.652e+02,1.732e+02,1.890e+02,2.049e+02,2.205e+02,2.367e+02,2.521e+02,2.663e+02,2.817e+02
RbIO3,RbIO3,1.100e+00,1.550e+00,2.110e+00,2.440e+00,2.820e+00,3.650e+00,4.610e+00,5.730e+00,6.970e+00,8.390e+00,9.890e+00,1.156e+01
RbNO3,RbNO3,1.962e+01,3.333e+01,5.291e+01,6.502e+01,7.921e+01,1.132e+02,1.551e+02,2.049e+02,2.597e+02,3.184e+02,3.762e+02,4.319e+02
RbOH,RbHO,,,,,1.732e+02,,,,,,,
SbCl3,SbCl3,5.993e+02,,,9.870e+02,,,,,,,,
SbF3,SbF3,3.854e+02,,,4.917e+02,,,,,,,,
Sc(NO3)3,Sc(NO3)3,1.326e+02,1.457e+02,1.604e+02,1.688e+02,1.770e+02,1.959e+02,2.175e+02,,,,,
Sc(OH)3,Sc(HO)3,,,,9.139e-08,,,,,,,,
ScF3,ScF3,,,,6.944e-06,,,,,,,,
Sm(NO3)3,Sm(NO3)3,1.214e+02,1.290e+02,1.386e+02,1.442e+02,1.505e+02,1.658e+02,1.861e+02,2.135e+02,2.425e+02,2.876e+02,,
SmCl3,SmCl3,,9.231e+01,9.305e+01,9.380e+01,9.455e+01,9.685e+01,1.000e+02,,,,,
Sn(OH)2,Sn(HO)2,,,,1.693e-08,,,,,,,,
SnCl2,SnCl2,8.519e+01,1.778e+02,,,,,,,,,,
SnI2,SnI2,,,9.800e-01,,,,,,,,,4.030e+00
Sr(BrO3)2,Sr(BrO3)2,2.274e+01,2.821e+01,3.403e+01,3.702e+01,4.004e+01,4.609e+01,5.200e+01,5.765e+01,6.297e+01,6.722e+01,6.892e+01,6.949e+01
Sr(ClO2)2,Sr(ClO2)2,1.494e+01,1.574e+01,1.641e+01,1.669e+01,1.696e+01,1.751e+01,1.806e+01,1.848e+01,1.891e+01,,,
Sr(ClO3)2,Sr(ClO3)2,1.724e+02,1.734e+02,1.750e+02,1.760e+02,1.772e+02,1.800e+02,1.833e+02,1.870e+02,1.911e+02,1.957e+02,2.007e+02,2.059e+02
Sr(ClO4)2,Sr(ClO4)2,2.338e+02,,,3.057e+02,,3.638e+02,,,,,,
Sr(IO3)2,Sr(IO3)2,1.000e-01,1.300e-01,1.500e-01,1.700e-01,1.800e-01,2.100e-01,2.300e-01,2.600e-01,2.800e-01,3.100e-01,3.300e-01,3.500e-01
Sr(IO3)2(H2O),SrH2I2O7,,,,2.073e-01,,,,,,,,
Sr(IO3)2(H2O)6,SrH12(IO6)2,,,,2.643e-01,,,,,,,,
Sr(MnO4)2,SrMn2O8,2.560e+00,,,,,,,,,,,
Sr(NO2)2,Sr(NO2)2,,,,,7.212e+01,7.953e+01,,,,,,1.416e+02
Sr(NO3)2,Sr(NO3)2,3.928e+01,5.291e+01,6.949e+01,8.018e+01,8.868e+01,9.011e+01,9.194e+01,9.380e+01,9.569e+01,9.802e+01,1.004e+02,1.028e+02
Sr(OH)2,Sr(HO)2,9.100e-01,,,2.250e+00,,,,,,,,
Sr3(AsO4)2,Sr3(AsO4)2,,,,4.495e-03,,,,,,,,
SrBr2,SrBr2,8.519e+01,9.342e+01,1.024e+02,1.070e+02,1.123e+02,1.232e+02,1.358e+02,1.494e+02,1.652e+02,1.825e+02,2.012e+02,2.226e+02
SrCO3,SrCO3,,,,7.666e-03,,,,,,,,
SrCl2,SrCl2,4.693e+01,4.910e+01,5.251e+01,5.473e+01,5.731e+01,6.375e+01,7.224e+01,8.328e+01,8.801e+01,9.117e+01,9.493e+01,9.948e+01
SrF2,SrF2,1.000e-02,,,2.000e-02,,,,,,,,
SrI2,SrI2,1.667e+02,1.688e+02,1.740e+02,1.770e+02,1.817e+02,1.924e+02,2.058e+02,2.226e+02,2.425e+02,2.663e+02,2.953e+02,3.808e+02
SrS2O3,SrS2O3,9.650e+00,1.521e+01,2.151e+01,2.500e+01,2.853e+01,3.661e+01,,,,,,
SrSO3,SrSO3,,,,0.000e+00,,,,,,,,
SrSO4,SrSO4,,,,1.000e-02,,,,,,,,
Tb(NO3)3,Tb(NO3)3,,,1.538e+02,1.565e+02,,,,,,,,
Tl(OH)3,Tl(HO)3,,,,1.276e-10,,,,,,,,
Tl2CrO4,Tl2CrO4,,,,3.152e-03,,,,,,,,
Tl2SO4,Tl2SO4,2.720e+00,3.690e+00,4.830e+00,5.470e+00,6.160e+00,7.630e+00,9.240e+00,1.098e+01,1.278e+01,1.464e+01,1.652e+01,1.839e+01
TlBr,TlBr,,,,5.476e-02,,,,,,,,
TlBrO3,TlBrO3,,,,3.485e-01,,,,,,,,
TlCl,TlCl,,,,3.271e-01,,,,,,,,
TlI,TlI,,,,7.798e-03,,,,,,,,
TlIO3,TlIO3,,,,6.700e-02,,,,,,,,
TlSCN,TlCSN,,,,3.289e-01,,,,,,,,
Tm(NO3)3,Tm(NO3)3,,,,2.115e+02,,,,,,,,
UO2(NO3)2,U(NO4)2,9.810e+01,1.076e+02,1.194e+02,1.265e+02,1.356e+02,1.603e+02,2.037e+02,,,,,
Y(IO3)3,Y(IO3)3,,,,8.757e-02,,,,,,,,
Y(NO3)3,Y(NO3)3,1.251e+02,1.322e+02,1.424e+02,1.491e+02,1.571e+02,1.725e+02,1.849e+02,2.115e+02,2.636e+02,,,
Y(OH)3,Y(HO)3,,,,1.941e-05,,,,,,,,
Y2(CO3)3,Y2(CO3)3,,,,8.904e-06,,,,,,,,
YF3,YF3,,,,6.167e-05,,,,,,,,
Yb(NO3)3,Yb(NO3)3,,,,2.390e+02,,,,,,,,
Zn(ClO4)2,Zn(ClO4)2,7.950e+01,,,8.612e+01,,,9.493e+01,,,,,
Zn(IO3)2,Zn(IO3)2,,,5.800e-01,6.400e-01,6.900e-01,7.800e-01,8.300e-01,,,,,
Zn(IO3)2(H2O)2,ZnH4(IO4)2,,,,4.550e-01,,,,,,,,
Zn(NO3)2,Zn(NO3)2,9.157e+01,1.032e+02,1.193e+02,1.203e+02,1.410e+02,3.785e+02,4.025e+02,7.000e+02,8.901e+02,,,
Zn(OH)2,Zn(HO)2,,,,1.946e-05,,,,,,,,
Zn3(AsO4)2,Zn3(AsO4)2,,,,5.736e-05,,,,,,,,
ZnBr2,ZnBr2,3.831e+02,4.025e+02,4.494e+02,4.882e+02,5.289e+02,5.944e+02,6.042e+02,6.194e+02,6.299e+02,6.463e+02,6.576e+02,6.752e+02
ZnC2O4,Zn(CO2)2,,0.000e+00,0.000e+00,0.000e+00,,,,,,,,
ZnC2O4(H2O)2,ZnH4(CO3)2,,,,1.329e-02,,,,,,,,
