formula,reduced_formula,solubility_0C,solubility_10C,solubility_20C,solubility_25C,solubility_30C,solubility_40C,solubility_50C,solubility_60C,solubility_70C,solubility_80C,solubility_90C,solubility_100C
NaOH,NaHO,42.8571,63.9344,85.1852,100.0,112.766,138.0952,170.2703,203.0303,244.8276,284.6154,316.6667,376.1905
NaSCN,NaCSN,,112.3142,133.1002,151.2563,168.0965,173.9726,179.3296,185.7143,193.2551,202.1148,211.5265,222.5806
Na2B4O7,Na2B4O7,1.2453,1.7397,2.5641,3.1672,3.9717,6.4056,10.742,17.5088,20.6273,24.8439,30.719,38.8889
Na2CO3,Na2CO3,6.8833,12.1076,21.8027,30.719,40.2525,48.8095,47.4926,46.4129,45.5604,45.1379,44.7178,44.7178
Na2C2O4,NaCO2,2.6905,3.0397,3.4126,3.6055,3.7883,4.1667,4.5588,4.9428,5.3297,5.7194,6.1008,6.4736
Na2CrO4,Na2CrO4,29.199,47.7105,80.5054,87.6173,88.3239,95.6947,104.0816,114.5923,123.7136,124.7191,126.2443,127.7904
Na2Cr2O7,Na2Cr2O7,163.8522,171.0027,180.8989,187.3563,194.9853,212.5,234.4482,261.0108,293.7008,334.7826,390.1961,418.1347
Na2HAsO4,Na2AsHO4,5.9322,,,41.4427,,,,,,,,203.0303
Na2HPO4,Na2PHO4,1.688,4.3732,8.1198,11.7943,19.5314,54.2496,80.6358,82.4818,88.0053,95.2362,102.1019,106.3132
Na2MoO4,Na2MoO4,44.0922,63.3987,65.0165,65.0165,66.113,67.5042,69.4915,71.5266,74.216,76.9912,80.1802,83.4862
Na2S,Na2S,12.4859,15.2074,18.624,20.6273,22.8501,28.3697,36.4256,39.0821,43.2665,49.2537,57.2327,69.4915
Na2SO3,Na2SO3,13.6364,19.1895,26.4223,30.719,35.6852,37.5516,34.9528,32.9787,31.0616,29.5337,28.3697,27.3885
Na2SO4,Na2SO4,,,19.2321,28.1066,41.2828,47.8197,46.092,44.7178,43.6575,42.898,42.4299,42.1868
Na2S2O3,Na2S2O3,49.4768,56.9859,68.3502,76.3668,84.8429,108.3333,165.252,191.5452,220.5128,226.7974,234.4482,244.8276
Na2S2O5,Na2S2O5,,62.3377,65.2893,66.6667,68.3502,71.8213,75.4386,79.2115,83.4862,87.9699,92.6782,98.0198
Na2SeO3,Na2SeO3,,,,89.7533,,,,,,,,81.8182
Na2SeO4,Na2SeO4,13.2503,,,58.4786,,,,,,,,72.7116
Na2WO4,Na2WO4,71.2329,72.117,73.3102,74.216,75.1313,77.305,79.8561,82.8154,85.8736,89.7533,93.7984,98.0198
Na3PO4,Na3PO4,4.4714,7.8749,12.1076,14.4165,16.4144,19.9041,29.7017,39.6648,47.929,60.2564,67.7852,76.9912
Na4P2O7,Na4P2O7,2.2809,3.3912,5.0531,7.0893,7.5269,11.2347,16.7951,25.1095,37.5705,56.3233,47.8634,44.2377
NdCl3,NdCl3,96.0784,97.2387,98.8072,100.0,101.6129,104.918,109.205,114.1328,119.7802,126.2443,133.1002,140.9639
Nd(NO3)3,Nd(NO3)3,126.0398,135.2388,146.1236,152.3978,159.2689,175.4062,196.472,227.5467,,,,
NiCl2,NiCl2,53.1394,56.4945,62.6016,67.5042,71.5266,72.7116,76.0563,81.8182,85.5288,85.8736,86.5672,87.2659
Ni(ClO4)2,Ni(ClO4)2,104.499,,,111.8644,,,,,,,,
NiF2,NiF2,,,,2.5641,,,,,,,2.5851,
NiI2,NiI2,124.2152,136.2949,148.6325,154.3882,159.7403,168.8172,175.71,180.7412,184.0909,186.4509,188.1844,
Ni(NO3)2,Ni(NO3)2,78.8909,85.1852,93.7984,99.2032,105.3388,120.2643,139.8082,156.4103,171.0027,190.6977,211.5265,222.5806
NiSO4,NiSO4,27.2265,32.2751,37.741,40.4494,43.472,47.0588,51.7451,55.7632,60.5136,66.3894,73.3102,81.1594
Ni(SCN)2,NiC2(SN)2,,,,54.9907,,,,,,,,
NiSeO4,NiSeO4,27.551,,35.5014,,,,,,,,,83.8235
PbBr2,PbBr2,0.451,0.6239,0.8481,0.9754,1.1306,1.4816,1.9264,,,,,
PbCl2,PbCl2,0.6644,0.8166,0.9897,1.0816,1.1839,1.4096,1.6673,1.968,2.2913,2.6694,3.0822,3.5411
Pb(ClO4)2,Pb(ClO4)2,,,,440.5405,,,,,,,,
PbF2,PbF2,,0.0603,0.0649,0.067,0.0693,,,,,,,
PbI2,PbI2,0.041,0.052,0.067,0.0761,0.0861,0.1121,0.1442,0.1874,0.2436,0.316,,
Pb(IO3)2,Pb(IO3)2,,,,0.0025,,,,,,,,
Pb(NO3)2,Pb(NO3)2,39.7819,47.3405,55.4485,59.6934,64.0689,73.0703,82.3819,91.9386,101.6942,111.5059,121.3369,131.2139
PbSO4,PbSO4,0.0033,0.0038,0.0042,0.0044,0.0047,0.0052,0.0058,,,,,
PrCl3,PrCl3,92.3077,92.6782,94.5525,96.0784,98.0198,103.252,109.6436,117.8649,127.7904,139.8082,,
Pr(NO3)3,Pr(NO3)3,135.2941,145.098,157.4665,164.8305,173.224,191.5452,210.559,235.5705,275.9398,,,
RbBr,RbBr,90.1141,100.4008,110.9705,116.4502,121.7295,132.5581,142.7184,153.8071,163.8522,173.9726,184.0909,193.2551
RbBrO3,RbBrO3,0.9795,1.5744,2.417,2.9548,3.5733,5.1193,7.1123,9.6251,12.7269,16.4822,20.9482,26.1989
RbCl,RbCl,77.2421,83.9926,90.5851,93.8736,97.122,103.5002,109.8196,115.8429,121.8279,127.6867,133.4267,138.9486
RbClO3,RbClO3,2.145,3.4982,5.4185,6.6325,8.0497,11.5449,16.0766,21.8472,29.0822,38.0643,49.1647,62.8664
RbClO4,RbClO4,1.0101,,,1.5228,,,,,,,,20.4819
RbF,RbF,,,300.0,,,,,,,,,
RbHCO3,RbHCO3,,,115.9827,,,,,,,,,
RbI,RbI,126.2443,141.5459,157.0694,165.252,173.224,189.0173,204.878,220.5128,236.7003,252.1127,266.3004,281.6794
RbIO3,RbIO3,1.102,1.5538,2.1138,2.438,2.8172,3.6484,4.6135,5.7306,6.9748,8.3893,9.8901,11.5573
RbNO3,RbNO3,19.6172,33.3333,52.9052,65.0165,79.2115,113.2196,155.102,204.878,259.7122,318.41,376.1905,431.9149
RbOH,RbHO,,,,,173.224,,,,,,,
Rb2CrO4,Rb2CrO4,61.9958,,,76.2425,,,,,,,,
Rb2SO4,Rb2SO4,37.5516,42.8571,48.1481,50.8296,53.3742,58.4786,63.1321,67.5042,71.8213,75.4386,78.8909,81.4882
SbCl3,SbCl3,599.3007,,,986.9565,,,,,,,,
SbF3,SbF3,385.4369,,,491.716,,,,,,,,
Sc(NO3)3,Sc(NO3)3,132.5581,145.7002,160.4167,168.8172,177.0083,195.858,217.4603,,,,,
Sm(NO3)3,Sm(NO3)3,121.3859,128.9902,138.5496,144.2002,150.501,165.8161,186.123,213.4796,242.4658,287.5969,,
SmCl3,SmCl3,,92.3077,93.0502,93.7984,94.5525,96.8504,100.0,,,,,
SnCl2,SnCl2,85.1852,177.7778,,,,,,,,,,
SnI2,SnI2,,,0.9795,,,,,,,,,4.0258
SrBr2,SrBr2,85.1852,93.4236,102.4291,107.0393,112.3142,123.2143,135.8491,149.3766,165.252,182.4859,201.2048,222.5806
Sr(BrO3)2,Sr(BrO3)2,22.7446,28.2051,34.0303,37.0238,40.0364,46.092,51.9988,57.6541,62.9726,67.2241,68.9189,69.4915
SrCl2,SrCl2,46.9292,49.098,52.5088,54.7269,57.3069,63.7465,72.2356,83.2845,88.0053,91.168,94.9318,99.4813
Sr(ClO2)2,Sr(ClO2)2,14.9425,15.7407,16.4144,16.6861,16.9591,17.5088,18.0638,18.4834,18.9061,,,
Sr(ClO3)2,Sr(ClO3)2,172.4053,173.3734,175.0275,176.0144,177.2387,180.0336,183.2861,187.0264,191.1208,195.683,200.6615,205.9039
Sr(ClO4)2,Sr(ClO4)2,233.7784,,,305.6795,,363.8219,,,,,,
SrF2,SrF2,0.011,,,0.021,,,,,,,,
SrI2,SrI2,166.6667,168.8172,173.9726,177.0083,181.6901,192.3977,205.8104,222.5806,242.4658,266.3004,295.2569,380.7692
Sr(IO3)2,Sr(IO3)2,0.1021,0.1262,0.1522,0.1653,0.1793,0.2064,0.2335,0.2597,0.2848,0.3079,0.3291,0.3472
Sr(MnO4)2,SrMn2O8,2.5641,,,,,,,,,,,
Sr(NO2)2,Sr(NO2)2,,,,,72.117,79.5332,,,,,,141.5459
Sr(NO3)2,Sr(NO3)2,39.2758,52.9052,69.4915,80.1802,88.6792,90.1141,91.9386,93.7984,95.6947,98.0198,100.4008,102.8398
Sr(OH)2,Sr(HO)2,0.9082,,,2.2495,,,,,,,,
SrSO3,SrSO3,,,,0.0015,,,,,,,,
SrSO4,SrSO4,,,,0.0135,,,,,,,,
SrS2O3,SrS2O3,9.6491,15.2074,21.5067,25.0,28.5347,36.612,,,,,,
Tb(NO3)3,Tb(NO3)3,,,153.8071,156.5418,,,,,,,,
Tl2SO4,Tl2SO4,2.7221,3.6914,4.8328,5.4741,6.1571,7.631,9.2419,10.9755,12.7777,14.6395,16.523,18.3852
Tm(NO3)3,Tm(NO3)3,,,,211.5265,,,,,,,,
UO2(NO3)2,U(NO4)2,98.0983,107.555,119.3945,126.5006,135.5713,160.3489,203.6745,,,,,
Y(NO3)3,Y(NO3)3,125.0731,132.1802,142.4242,149.1281,157.1355,172.4796,184.9003,211.5265,263.6364,,,
Yb(NO3)3,Yb(NO3)3,,,,238.9831,,,,,,,,
ZnBr2,ZnBr2,383.0918,402.5126,449.4505,488.2353,528.9308,594.4444,604.2254,619.4245,629.927,646.2687,657.5758,675.1938
ZnC2O4,Zn(CO2)2,,0.001,0.0019,0.0026,,,,,,,,
ZnCl2,ZnCl2,,327.3504,376.1905,407.6142,437.6344,449.4505,468.1818,488.2353,513.4969,541.0256,575.6757,614.2857
Zn(ClO4)2,Zn(ClO4)2,79.501,,,86.1158,,,94.9318,,,,,
ZnF2,ZnF2,,,,1.5538,,,,,,,,
ZnI2,ZnI2,429.1005,431.9149,434.7594,437.6344,440.5405,446.4481,455.5556,464.9718,474.7126,488.2353,498.8024,513.4969
Zn(IO3)2,Zn(IO3)2,,,0.5834,0.6441,0.6948,0.776,0.8268,,,,,
Zn(NO3)2,Zn(NO3)2,91.5709,103.252,119.2982,120.2643,140.9639,378.4689,402.5126,700.0,890.099,,,
ZnSO3,ZnSO3,,,0.1789,0.1793,0.1797,0.1806,0.1815,,,,,
ZnSO4,ZnSO4,41.0437,47.0588,53.8462,57.7287,61.8123,70.3578,75.4386,72.7116,69.4915,66.3894,63.3987,60.2564
ZnSeO4,ZnSeO4,49.3875,53.7988,59.6934,63.372,67.6165,,,,,,,
